"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","location","lat","lon"
201216652,2020-07-17,2020-07-17,400,12,"77th Street",1239,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",38,"F","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",626,"HOOVER                       ST",33.9875,-118.287
220905699,2022-02-14,2022-02-14,1800,9,"Van Nuys",935,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,"M","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"6100    HAZELTINE                    AV",34.1837,-118.4443
211909861,2021-06-15,2021-06-15,1130,19,"Mission",1961,2,888,"TRESPASSING",35,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",888,"9100 N  SEPULVEDA                    BL",34.2388,-118.4677
201909437,2020-05-05,2020-05-04,1700,19,"Mission",1987,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"WAKEFIELD                    AV",34.229,-118.447
220506203,2022-02-23,2022-02-14,1738,5,"Harbor",557,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",28,"M","O",301,"GAS STATION","IC","Invest Cont",440,"500 S  GAFFEY                       ST",33.7397,-118.2923
231805681,2023-02-02,2023-02-02,1900,18,"Southeast",1822,1,510,"VEHICLE - STOLEN",28,"M","X",108,"PARKING LOT","IC","Invest Cont",510,"CENTURY                      BL",33.9456,-118.2739
200414662,2020-11-07,2020-11-06,2305,4,"Hollenbeck",426,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"HUNTINGTON                   DR",34.0867,-118.1768
230215618,2023-08-17,2023-08-17,1410,2,"Rampart",205,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,"X","X",203,"OTHER BUSINESS","AA","Adult Arrest",341,"600 N  DILLON                       ST",34.0786,-118.2788
210610279,2021-05-26,2021-05-25,1000,6,"Hollywood",659,2,860,"BATTERY WITH SEXUAL CONTACT",29,"F","B",406,"OTHER STORE","IC","Invest Cont",860,"5200 W  SUNSET                       BL",34.0981,-118.3038
221214862,2022-05-20,2022-05-20,1500,12,"77th Street",1259,2,651,"DOCUMENT WORTHLESS ($200.01 & OVER)",35,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",651,"800 E  76TH                         ST",33.9712,-118.2608
230807917,2023-04-03,2023-03-31,1030,8,"West LA",811,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"200    QUADRO VECCHIO               DR",34.0419,-118.5596
220321944,2022-12-15,2022-12-15,2130,3,"Southwest",315,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",64,"M","B",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",745,"2200 W  26TH                         PL",34.0317,-118.3152
231006194,2023-02-26,2023-02-25,1600,10,"West Valley",1037,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"17400    VANOWEN                      ST",34.1939,-118.5121
201110936,2020-06-28,2020-06-27,730,11,"Northeast",1132,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",61,"M","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"3600    CADMAN                       DR",34.1183,-118.2737
201108095,2020-04-06,2020-04-03,1600,11,"Northeast",1144,1,330,"BURGLARY FROM VEHICLE",32,"M","W",101,"STREET","IC","Invest Cont",330,"1800 W  SILVER LAKE                  DR",34.0933,-118.2676
220615971,2022-09-08,2022-06-08,1800,6,"Hollywood",628,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",38,"M","W",710,"OTHER PREMISE","IC","Invest Cont",331,"2000    ARGYLE                       AV",34.1071,-118.3252
202017091,2020-11-13,2020-11-09,1600,20,"Olympic",2029,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",108,"PARKING LOT","IC","Invest Cont",420,"500 S  WESTMORELAND                 AV",34.0637,-118.2884
231012048,2023-08-03,2023-08-03,609,10,"West Valley",1027,2,624,"BATTERY - SIMPLE ASSAULT",35,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",624,"6900    ENCINO                       AV",34.1958,-118.5142
201509214,2020-04-26,2020-04-22,1200,15,"N Hollywood",1532,1,310,"BURGLARY",37,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"5900    RHODES                       AV",34.1774,-118.4031
221213124,2022-06-04,2022-06-02,1400,12,"77th Street",1232,2,354,"THEFT OF IDENTITY",24,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"3600 W  SLAUSON                      AV",33.989,-118.3352
221112828,2022-08-18,2022-06-15,330,11,"Northeast",1125,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,"M","W",116,"OTHER/OUTSIDE","IC","Invest Cont",740,"4800    BUCHANAN                     ST",34.1202,-118.2098
241809579,2024-05-01,2024-04-18,1600,18,"Southeast",1841,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",27,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"11000    DENVER                       AV",33.9356,-118.2848
240911081,2024-08-22,2024-08-03,1200,9,"Van Nuys",994,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"3900    WITZEL                       DR",34.1411,-118.4352
231811770,2023-06-10,2023-06-10,1915,18,"Southeast",1823,1,520,"VEHICLE - ATTEMPT STOLEN",59,"M","B",108,"PARKING LOT","IC","Invest Cont",520,"10100    AVALON                       BL",33.9441,-118.2652
231416841,2023-09-07,2023-09-06,2005,14,"Pacific",1473,1,510,"VEHICLE - STOLEN",28,"M","X",108,"PARKING LOT","IC","Invest Cont",510,"MANCHESTER                   AV",33.9599,-118.4224
211515130,2021-09-26,2021-09-26,1210,15,"N Hollywood",1526,2,888,"TRESPASSING",63,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",888,"11600    ERWIN                        ST",34.183,-118.3856
200113451,2020-06-15,2020-06-14,800,1,"Central",123,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,"M","H",104,"DRIVEWAY","IC","Invest Cont",740,"300 W  1ST                          ST",34.0537,-118.2455
210708978,2021-05-24,2021-05-23,2330,7,"Wilshire",702,2,624,"BATTERY - SIMPLE ASSAULT",54,"M","A",101,"STREET","IC","Invest Cont",624,"ROMAINE",34.084,-118.3547
231808236,2023-03-28,2023-03-28,600,18,"Southeast",1826,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1600 E  CENTURY                      BL",33.9457,-118.2462
200518330,2020-12-29,2020-12-03,600,5,"Harbor",518,1,310,"BURGLARY",65,"M","H",221,"PUBLIC STORAGE","IC","Invest Cont",310,"500 E  PACIFIC COAST                HY",33.798,-118.2604
202006293,2020-02-17,2020-02-13,800,20,"Olympic",2029,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,"F","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"600 S  COMMONWEALTH                 AV",34.0637,-118.2857
211100923,2021-09-04,2021-09-03,1900,11,"Northeast",1124,1,761,"BRANDISH WEAPON",37,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",761,"3400    DREW                         ST",34.1208,-118.2418
220413345,2022-09-19,2022-09-16,1400,4,"Hollenbeck",497,1,310,"BURGLARY",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",310,"2800 E  WASHINGTON                   BL",34.0173,-118.22
210504644,2021-01-17,2021-01-17,820,5,"Harbor",516,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,"F","H",102,"SIDEWALK","IC","Invest Cont",230,"ISLAND                       AV",33.7848,-118.2664
211316586,2021-09-28,2021-09-23,835,13,"Newton",1354,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",36,"M","H",704,"ELEMENTARY SCHOOL","IC","Invest Cont",331,"4000 S  MAIN                         ST",34.0101,-118.274
231017238,2023-12-15,2023-12-15,1600,10,"West Valley",1079,1,320,"BURGLARY, ATTEMPTED",28,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",320,"15500    MOORPARK                     ST",34.156,-118.4722
222015064,2022-09-16,2022-09-15,2000,20,"Olympic",2019,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",101,"STREET","IC","Invest Cont",420,"200 S  COMMONWEALTH                 AV",34.069,-118.2857
210116478,2021-09-08,2021-09-08,520,1,"Central",111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,"M","B",102,"SIDEWALK","IC","Invest Cont",230,"W  CESAR E CHAVEZ",34.0583,-118.2378
230220842,2023-11-10,2023-01-10,920,2,"Rampart",212,2,354,"THEFT OF IDENTITY",30,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"400 N  VIRGIL                       AV",34.0777,-118.2868
231506608,2023-03-04,2023-03-03,1240,15,"N Hollywood",1563,2,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT",13,"M","B",720,"JUNIOR HIGH SCHOOL","AO","Adult Other",627,"4500    IRVINE                       AV",34.1522,-118.3855
220611485,2022-06-08,2022-06-07,1,6,"Hollywood",645,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",25,"F","H",707,"GARAGE/CARPORT","IC","Invest Cont",331,"1700 N  SYCAMORE                     AV",34.1015,-118.3434
221311492,2022-05-19,2022-05-18,30,13,"Newton",1354,2,354,"THEFT OF IDENTITY",70,"F","B",750,"CYBERSPACE","IC","Invest Cont",354,"4000    WALL                         ST",34.0112,-118.2716
232013697,2023-08-03,2023-08-02,2220,20,"Olympic",2069,2,928,"THREATENING PHONE CALLS/LETTERS",27,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",928,"1200    ELDEN                        AV",34.0491,-118.2877
200114981,2020-07-18,2020-07-17,1800,1,"Central",154,1,210,"ROBBERY",20,"F","H",102,"SIDEWALK","IC","Invest Cont",210,"6TH",34.0453,-118.2499
241009076,2024-05-27,2024-05-27,1600,10,"West Valley",1003,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"TAMPA                        AV",34.2148,-118.5404
241809446,2024-04-28,2024-01-01,1,18,"Southeast",1849,1,121,"RAPE, FORCIBLE",13,"F","B",501,"SINGLE FAMILY DWELLING","JA","Juv Arrest",121,"11300    GORMAN                       AV",33.9318,-118.232
201409280,2020-04-04,2020-04-04,330,14,"Pacific",1446,1,320,"BURGLARY, ATTEMPTED",37,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",320,"4100    GRAND VIEW                   BL",33.9989,-118.4266
222014446,2022-08-28,2022-08-26,2040,20,"Olympic",2005,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",740,"600 N  NORMANDIE                    AV",34.0799,-118.3025
201516139,2020-10-10,2020-01-01,100,15,"N Hollywood",1585,2,354,"THEFT OF IDENTITY",48,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"11000    AQUA VISTA                   ST",34.145,-118.3706
200122371,2020-12-14,2020-12-14,1535,1,"Central",155,2,888,"TRESPASSING",28,"X","X",108,"PARKING LOT","AO","Adult Other",888,"200 E  6TH                          ST",34.0448,-118.2474
240310207,2024-05-06,2024-05-04,2200,3,"Southwest",356,1,761,"BRANDISH WEAPON",42,"M","H",101,"STREET","IC","Invest Cont",761,"35TH                         PL",34.0237,-118.3047
230114266,2023-06-15,2023-04-18,1350,1,"Central",162,2,901,"VIOLATION OF RESTRAINING ORDER",36,"F","A",102,"SIDEWALK","AO","Adult Other",901,"300 W  9TH                          ST",34.0462,-118.2585
221208469,2022-03-09,2022-03-07,23,12,"77th Street",1268,2,354,"THEFT OF IDENTITY",33,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"7900 S  MAIN                         ST",33.9679,-118.2739
201507857,2020-03-20,2020-03-20,240,15,"N Hollywood",1525,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",23,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",626,"11700    HAMLIN                       ST",34.1888,-118.3877
211406508,2021-02-14,2021-02-07,900,14,"Pacific",1444,1,480,"BIKE - STOLEN",31,"M","W",707,"GARAGE/CARPORT","IC","Invest Cont",480,"13700    MARINA POINTE",33.9849,-118.4445
231415921,2023-08-16,2023-08-04,1235,14,"Pacific",1407,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,"F","H",146,"PATIO*","IC","Invest Cont",341,"3700    DUNN                         DR",34.0252,-118.4014
230916808,2023-11-28,2023-11-28,1715,9,"Van Nuys",963,1,210,"ROBBERY",28,"M","O",403,"DRUG STORE","IC","Invest Cont",210,"14800    MAGNOLIA                     BL",34.1649,-118.4553
220916639,2022-11-28,2022-11-10,840,9,"Van Nuys",905,2,354,"THEFT OF IDENTITY",49,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"7500    VAN NUYS                     BL",34.2069,-118.4488
211711068,2021-07-15,2021-07-15,600,17,"Devonshire",1792,2,354,"THEFT OF IDENTITY",62,"F","W",603,"CREDIT UNION","IC","Invest Cont",354,"8300    AURA                         AV",34.2205,-118.5547
220910573,2022-06-20,2022-06-15,1730,9,"Van Nuys",904,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,"F","B",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"14900    SHERMAN                      WY",34.2013,-118.4659
220204793,2022-01-19,2022-01-15,1730,2,"Rampart",261,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",27,"M","H",707,"GARAGE/CARPORT","IC","Invest Cont",420,"2600 W  7TH                          ST",34.059,-118.2824
221223517,2022-11-06,2022-08-06,1200,12,"77th Street",1283,2,354,"THEFT OF IDENTITY",21,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"2100 W  CENTURY                      BL",33.9455,-118.3093
231114369,2023-10-10,2023-10-10,1040,11,"Northeast",1101,1,330,"BURGLARY FROM VEHICLE",46,"M","A",109,"PARK/PLAYGROUND","IC","Invest Cont",330,"2800 E  OBSERVATORY                  RD",34.1192,-118.3004
210317209,2021-10-11,2021-10-11,1145,3,"Southwest",373,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,"M","B",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)","IC","Invest Cont",230,"3700    CRENSHAW                     BL",34.0194,-118.3351
200513945,2020-09-09,2020-09-08,2030,5,"Harbor",507,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,"F","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"22400    HALLDALE                     AV",33.8222,-118.3015
232008270,2023-04-15,2023-04-15,1,20,"Olympic",2093,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",42,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"2000 S  LA SALLE                     AV",34.0385,-118.303
240307349,2024-03-05,2024-02-27,1710,3,"Southwest",358,1,480,"BIKE - STOLEN",21,"F","W",722,"COLLEGE/JUNIOR COLLEGE/UNIVERSITY","IC","Invest Cont",480,"600 W  35TH                         ST",34.023,-118.2869
212112839,2021-08-20,2021-08-20,220,21,"Topanga",2158,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",44,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",236,"6200    DE SOTO                      AV",34.1833,-118.5899
230407120,2023-04-05,2023-04-05,340,4,"Hollenbeck",411,1,210,"ROBBERY",33,"M","H",101,"STREET","AO","Adult Other",210,"2000 N  BROADWAY",34.0766,-118.2228
200705326,2020-01-29,2020-01-29,55,7,"Wilshire",762,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",64,"M","W",102,"SIDEWALK","IC","Invest Cont",230,"1500 S  LA CIENEGA                   BL",34.0507,-118.3761
212115735,2021-10-04,2021-10-04,800,21,"Topanga",2134,2,354,"THEFT OF IDENTITY",28,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"TOPANGA CANYON",34.201,-118.606
200716226,2020-11-20,2020-11-20,1745,7,"Wilshire",727,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,"F","W",704,"ELEMENTARY SCHOOL","IC","Invest Cont",341,"200 S  JUNE                         ST",34.0726,-118.3393
230107041,2023-02-14,2023-02-14,1944,1,"Central",162,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",442,"700 W  7TH                          ST",34.048,-118.2577
212010495,2021-06-15,2021-06-15,2005,20,"Olympic",2024,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,"M","A",503,"HOTEL","IC","Invest Cont",230,"3900 W  6TH                          ST",34.0635,-118.3091
211713601,2021-10-10,2021-10-10,2315,17,"Devonshire",1782,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68,"M","W",108,"PARKING LOT","AO","Adult Other",230,"8700    CORBIN                       AV",34.2282,-118.5623
231808151,2023-03-26,2023-03-26,1510,18,"Southeast",1837,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",28,"F","B",101,"STREET","IC","Invest Cont",236,"1700 E  113TH                        ST",33.9321,-118.2434
210508358,2021-04-25,2021-03-01,1500,5,"Harbor",529,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",40,"F","W",103,"ALLEY","IC","Invest Cont",956,"1000 E  ANAHEIM                      ST",33.7806,-118.2507
211514358,2021-09-09,2021-06-02,900,15,"N Hollywood",1515,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"7100    LAUREL CANYON                BL",34.1995,-118.3965
221504104,2022-01-03,2021-12-19,1200,15,"N Hollywood",1539,2,946,"OTHER MISCELLANEOUS CRIME",28,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",946,"5700    CRANER                       AV",34.174,-118.3692
211100729,2021-05-07,2021-05-06,1450,11,"Northeast",1142,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,"M","W",101,"STREET","AA","Adult Arrest",230,"2300    HILLHURST                    AV",34.1129,-118.2878
220104812,2022-01-14,2022-01-13,200,1,"Central",166,1,121,"RAPE, FORCIBLE",15,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",121,"7TH",34.0412,-118.2474
200905645,2020-02-07,2020-02-04,1302,9,"Van Nuys",991,2,354,"THEFT OF IDENTITY",46,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"3700    MEADVILLE                    DR",34.1372,-118.4675
240208434,2024-04-02,2024-04-01,2130,2,"Rampart",269,1,330,"BURGLARY FROM VEHICLE",28,"F","H",116,"OTHER/OUTSIDE","IC","Invest Cont",330,"800    GREEN                        AV",34.0517,-118.2711
221106845,2022-03-19,2022-03-18,1515,11,"Northeast",1151,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",28,"X","X",701,"HOSPITAL","IC","Invest Cont",930,"1500 N  VERMONT                      AV",34.0986,-118.2962
200913750,2020-08-20,2020-08-19,2330,9,"Van Nuys",923,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"15000    VICTORY                      BL",34.1903,-118.4574
221013503,2022-09-02,2022-09-01,2230,10,"West Valley",1028,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",24,"F","H",101,"STREET","AO","Adult Other",626,"7000    DE CELIS                     PL",34.1975,-118.4946
220515452,2022-10-31,2022-10-30,2000,5,"Harbor",508,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"WOODBURY                     DR",33.8139,-118.3025
230914691,2023-09-29,2023-09-27,1800,9,"Van Nuys",932,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"KESTER",34.1846,-118.4575
242005370,2024-01-30,2024-01-30,2215,20,"Olympic",2017,2,928,"THREATENING PHONE CALLS/LETTERS",67,"M","O",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",928,"3500 W  3RD                          ST",34.0709,-118.2941
230111842,2023-05-05,2023-05-05,615,1,"Central",162,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",28,"X","X",903,"MTA - RED LINE - 7TH AND METRO CENTER","IC","Invest Cont",888,"7TH",34.0462,-118.2585
200111830,2020-05-18,2020-05-18,430,1,"Central",155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,"M","A",102,"SIDEWALK","IC","Invest Cont",230,"200 E  6TH                          ST",34.0448,-118.2474
221511246,2022-06-19,2022-06-18,2200,15,"N Hollywood",1526,1,761,"BRANDISH WEAPON",25,"M","B",102,"SIDEWALK","IC","Invest Cont",761,"COLFAX",34.1849,-118.3878
221316129,2022-08-15,2022-08-05,2030,13,"Newton",1303,1,330,"BURGLARY FROM VEHICLE",33,"M","O",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",330,"1100    SAN JULIAN                   ST",34.0359,-118.2531
210714489,2021-10-19,2021-10-14,2200,7,"Wilshire",732,2,946,"OTHER MISCELLANEOUS CRIME",60,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",946,"600 S  LA JOLLA                     AV",34.0648,-118.3681
241311416,2024-06-07,2022-05-20,800,13,"Newton",1346,2,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)",14,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",812,"1300 E  VERNON                       AV",34.006,-118.2513
201508338,2020-04-02,2020-03-15,1200,15,"N Hollywood",1563,1,310,"BURGLARY",59,"F","O",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",310,"4300    TROOST                       AV",34.1479,-118.3867
210120456,2021-11-14,2021-11-14,1625,1,"Central",152,2,624,"BATTERY - SIMPLE ASSAULT",24,"F","W",903,"MTA - RED LINE - 7TH AND METRO CENTER","IC","Invest Cont",624,"600 S  FIGUEROA                     ST",34.0505,-118.2588
210318626,2021-11-10,2021-11-09,1940,3,"Southwest",358,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,"F","O",722,"COLLEGE/JUNIOR COLLEGE/UNIVERSITY","IC","Invest Cont",341,"1000 W  34TH                         ST",34.024,-118.2869
220612221,2022-06-25,2022-06-25,540,6,"Hollywood",648,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"5400 W  SUNSET                       BL",34.1,-118.3113
210907838,2021-04-06,2021-04-06,1300,9,"Van Nuys",923,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",55,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",341,"6600 N  SEPULVEDA                    BL",34.1903,-118.4574
210119451,2021-10-28,2021-10-28,1045,1,"Central",164,1,210,"ROBBERY",31,"M","W",101,"STREET","IC","Invest Cont",210,"6TH                          ST",34.0453,-118.2499
211707226,2021-03-23,2021-03-02,803,17,"Devonshire",1721,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",34,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"22300    DEVONSHIRE                   ST",34.2572,-118.6125
211311910,2021-06-29,2021-06-29,1415,13,"Newton",1353,2,624,"BATTERY - SIMPLE ASSAULT",36,"M","B",104,"DRIVEWAY","IC","Invest Cont",624,"700 E  43RD                         ST",34.0057,-118.2635
200909337,2020-05-05,2020-05-05,1120,9,"Van Nuys",905,2,623,"BATTERY POLICE (SIMPLE)",38,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",623,"14700    SHERMAN                      WY",34.2048,-118.4531
220308898,2022-04-10,2022-04-10,1400,3,"Southwest",362,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",740,"3900    NICOLET                      AV",34.0163,-118.3507
220507919,2022-04-12,2022-04-12,2315,5,"Harbor",585,1,310,"BURGLARY",59,"M","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",310,"700 W  25TH                         ST",33.7214,-118.2927
241906053,2024-02-23,2022-10-25,2100,19,"Mission",1972,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",39,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",626,"9000    COLUMBUS                     AV",34.2337,-118.4654
231309908,2023-04-29,2023-04-14,1408,13,"Newton",1364,2,354,"THEFT OF IDENTITY",23,"F","H",750,"CYBERSPACE","IC","Invest Cont",354,"1200 E  VERNON                       AV",34.0039,-118.2542
241712637,2024-09-08,2024-09-07,1801,17,"Devonshire",1701,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",442,"20000    RINALDI                      ST",34.2756,-118.5702
221914440,2022-09-14,2022-09-07,2100,19,"Mission",1988,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",54,"F","H",101,"STREET","IC","Invest Cont",745,"8800    VARNA                        AV",34.2297,-118.4269
222015534,2022-10-05,2022-09-30,1200,20,"Olympic",2097,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1600 W  WASHINGTON                   BL",34.04,-118.2916
231701085,2023-07-31,2023-07-31,1800,17,"Devonshire",1762,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,"M","W",102,"SIDEWALK","AO","Adult Other",230,"COZYCROFT",34.2427,-118.582
211104475,2021-01-15,2021-01-13,1900,11,"Northeast",1127,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"5800    YORK                         BL",34.12,-118.1893
231108312,2023-04-25,2023-04-21,2200,11,"Northeast",1144,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43,"M","O",101,"STREET","IC","Invest Cont",341,"2400    EDGEWATER                    TR",34.1007,-118.2602
220714233,2022-09-18,2022-09-16,1035,7,"Wilshire",735,2,901,"VIOLATION OF RESTRAINING ORDER",53,"F","W",501,"SINGLE FAMILY DWELLING","AO","Adult Other",901,"600 S  DUNSMUIR                     AV",34.0649,-118.3483
